# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://waterdata.usgs.gov/nwis/help/?provisional for more information.
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-07-16 17:32:33 EDT	(caas01)
#
# Data for the following 9 site(s) are contained in this file
#    USGS 430406089232901 DN-07/09E/23-1297
#    USGS 430427089284901 DN-07/09E/19-0064
#    USGS 430642089395301 DN-07/07E/04-6021
#    USGS 430658089385701 DN-07/07E/03-6023
#    USGS 430658089385901 DN-07/07E/03-6024
#    USGS 430659089385801 DN-07/07E/03-6022
#    USGS 430718089291501 DN-08/08E/36-1440
#    USGS 431233089103201 DN-09/11E/34-1355
#    USGS 431312089475301 DN-09/06E/29-0083
# -----------------------------------------------------------------------------------
#
# Data provided for site 430406089232901
#    DD parameter statistic   Description
#    01   72019     00001     Depth to water level, feet below land surface (Maximum)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	01_72019_00001	01_72019_00001_cd
USGS	430427089284901	2004-01-25	55.52	A
USGS	430427089284901	2004-01-26	55.46	A
USGS	430427089284901	2004-01-27	55.54	A
USGS	430427089284901	2004-01-28	55.56	A
USGS	430427089284901	2004-01-29	55.56	A
USGS	430427089284901	2004-01-30	55.56	A
USGS	430427089284901	2004-01-31	55.59	A
USGS	430427089284901	2004-02-01	55.60	A
USGS	430427089284901	2004-02-02	55.60	A
USGS	430427089284901	2004-02-03	55.71	A
USGS	430427089284901	2004-02-04	55.73	A
USGS	430427089284901	2004-02-05	55.71	A
USGS	430427089284901	2004-02-06	55.69	A
USGS	430427089284901	2004-02-07	55.77	A
USGS	430427089284901	2004-02-08	55.77	A
USGS	430427089284901	2004-02-09	55.75	A
USGS	430427089284901	2004-02-10	55.77	A
USGS	430427089284901	2004-02-11	55.81	A
USGS	430427089284901	2004-02-12	55.83	A
USGS	430427089284901	2004-02-13	55.79	A
USGS	430427089284901	2004-02-14	55.86	A
USGS	430427089284901	2004-02-15	55.88	A
USGS	430427089284901	2004-02-16	55.87	A
USGS	430427089284901	2004-02-17	55.89	A
USGS	430427089284901	2004-02-18	55.88	A
USGS	430427089284901	2004-02-19	55.84	A
USGS	430427089284901	2004-02-20	55.92	A
USGS	430427089284901	2004-02-21	55.96	A
USGS	430427089284901	2004-02-22	55.96	A
USGS	430427089284901	2004-02-23	55.97	A
USGS	430427089284901	2004-02-24	55.98	A
USGS	430427089284901	2004-02-25	55.98	A
USGS	430427089284901	2004-02-26	56.06	A
USGS	430427089284901	2004-02-27	55.97	A
USGS	430427089284901	2004-02-28	55.96	A
USGS	430427089284901	2004-02-29	55.94	A
USGS	430427089284901	2004-03-01	55.95	A
USGS	430427089284901	2004-03-02	56.03	A
USGS	430427089284901	2004-03-03	56.02	A
USGS	430427089284901	2004-03-04	55.98	A
USGS	430427089284901	2004-03-05	56.00	A
USGS	430427089284901	2004-03-06	56.02	A
USGS	430427089284901	2004-03-07	56.04	A
USGS	430427089284901	2004-03-08	56.03	A
USGS	430427089284901	2004-03-09	56.04	A
USGS	430427089284901	2004-03-10	56.00	A
USGS	430427089284901	2004-03-11	56.03	A
USGS	430427089284901	2004-03-12	56.02	A
USGS	430427089284901	2004-03-13	56.02	A
USGS	430427089284901	2004-03-14	56.03	A
USGS	430427089284901	2004-03-15	56.04	A
USGS	430427089284901	2004-03-16	55.98	A
USGS	430427089284901	2004-03-17	56.00	A
USGS	430427089284901	2004-03-18	56.07	A
USGS	430427089284901	2004-03-19	56.07	A
USGS	430427089284901	2004-03-20	56.10	A
USGS	430427089284901	2004-03-21	56.09	A
USGS	430427089284901	2004-03-22	56.04	A
USGS	430427089284901	2004-03-23	56.02	A
USGS	430427089284901	2004-03-24	56.02	A
USGS	430427089284901	2004-03-25	56.04	A
USGS	430427089284901	2004-03-26	56.04	A
USGS	430427089284901	2004-03-27	56.04	A
USGS	430427089284901	2004-03-28	56.00	A
USGS	430427089284901	2004-03-29	56.02	A
USGS	430427089284901	2004-03-30	56.00	A
USGS	430427089284901	2004-03-31	56.00	A
USGS	430427089284901	2004-04-01	55.98	A
USGS	430427089284901	2004-04-02	55.98	A
USGS	430427089284901	2004-04-03	56.00	A
USGS	430427089284901	2004-04-04	56.00	A
USGS	430427089284901	2004-04-05	55.98	A
USGS	430427089284901	2004-04-06	55.94	A
USGS	430427089284901	2004-04-07	55.94	A
USGS	430427089284901	2004-04-08	56.02	A
USGS	430427089284901	2004-04-09	56.05	A
USGS	430427089284901	2004-04-10	56.04	A
USGS	430427089284901	2004-04-11	56.05	A
USGS	430427089284901	2004-04-12	56.05	A
USGS	430427089284901	2004-04-13	56.02	A
USGS	430427089284901	2004-04-14	56.02	A
USGS	430427089284901	2004-04-15	56.01	A
USGS	430427089284901	2004-04-16	56.07	A
USGS	430427089284901	2004-04-17	56.07	A
USGS	430427089284901	2004-04-18	56.06	A
USGS	430427089284901	2004-04-19	56.12	A
USGS	430427089284901	2004-04-20	56.11	A
USGS	430427089284901	2004-04-21	56.08	A
USGS	430427089284901	2004-04-22	56.09	A
USGS	430427089284901	2004-04-23	56.04	A
USGS	430427089284901	2004-04-24	56.06	A
USGS	430427089284901	2004-04-25	56.03	A
USGS	430427089284901	2004-04-26	56.03	A
USGS	430427089284901	2004-04-27	56.04	A
USGS	430427089284901	2004-04-28	56.04	A
USGS	430427089284901	2004-04-29	56.06	A
USGS	430427089284901	2004-04-30	56.06	A
USGS	430427089284901	2004-05-01	56.05	A
USGS	430427089284901	2004-05-02	56.06	A
USGS	430427089284901	2004-05-03	56.06	A
USGS	430427089284901	2004-05-04	56.04	A
USGS	430427089284901	2004-05-05	56.05	A
USGS	430427089284901	2004-05-06	56.11	A
USGS	430427089284901	2004-05-07	56.12	A
USGS	430427089284901	2004-05-08	56.02	A
USGS	430427089284901	2004-05-09	56.02	A
USGS	430427089284901	2004-05-10	56.04	A
USGS	430427089284901	2004-05-11	56.04	A
USGS	430427089284901	2004-05-12	56.03	A
USGS	430427089284901	2004-05-13	56.06	A
USGS	430427089284901	2004-05-14	56.09	A
USGS	430427089284901	2004-05-15	56.09	A
USGS	430427089284901	2004-05-16	56.11	A
USGS	430427089284901	2004-05-17	56.05	A
USGS	430427089284901	2004-05-18	56.00	A
USGS	430427089284901	2004-05-19	56.00	A
USGS	430427089284901	2004-05-20	56.00	A
USGS	430427089284901	2004-05-21	56.04	A
USGS	430427089284901	2004-05-22	55.92	A
USGS	430427089284901	2004-05-23	55.84	A
USGS	430427089284901	2004-05-24	55.88	A
USGS	430427089284901	2004-05-25	55.78	A
USGS	430427089284901	2004-05-26	55.78	A
USGS	430427089284901	2004-05-27	55.67	A
USGS	430427089284901	2004-05-28	55.69	A
USGS	430427089284901	2004-05-29	55.62	A
USGS	430427089284901	2004-05-30	55.50	A
USGS	430427089284901	2004-05-31	55.45	A
USGS	430427089284901	2004-06-01	55.44	A
USGS	430427089284901	2004-06-02	55.46	A
USGS	430427089284901	2004-06-03	55.44	A
USGS	430427089284901	2004-06-04	55.38	A
USGS	430427089284901	2004-06-05	55.28	A
USGS	430427089284901	2004-06-06	55.23	A
USGS	430427089284901	2004-06-07	55.23	A
USGS	430427089284901	2004-06-08	55.20	A
USGS	430427089284901	2004-06-09	55.20	A
USGS	430427089284901	2004-06-10	55.18	A
USGS	430427089284901	2004-06-11	55.09	A
USGS	430427089284901	2004-06-12	55.09	A
USGS	430427089284901	2004-06-13	55.03	A
USGS	430427089284901	2004-06-14	54.98	A
USGS	430427089284901	2004-06-15	55.00	A
USGS	430427089284901	2004-06-16	55.00	A
USGS	430427089284901	2004-06-17	54.92	A
USGS	430427089284901	2004-06-18	54.91	A
USGS	430427089284901	2004-06-19	54.91	A
USGS	430427089284901	2004-06-20	54.81	A
USGS	430427089284901	2004-06-21	54.77	A
USGS	430427089284901	2004-06-22	54.78	A
USGS	430427089284901	2004-06-23	54.75	A
USGS	430427089284901	2004-06-24	54.76	A
USGS	430427089284901	2004-06-25	54.70	A
USGS	430427089284901	2004-06-26	54.64	A
USGS	430427089284901	2004-06-27	54.61	A
USGS	430427089284901	2004-06-28	54.63	A
USGS	430427089284901	2004-06-29	54.59	A
USGS	430427089284901	2004-06-30	54.56	A
USGS	430427089284901	2004-07-01	54.54	A
USGS	430427089284901	2004-07-02	54.54	A
USGS	430427089284901	2004-07-03	54.52	A
USGS	430427089284901	2004-07-04	54.49	A
USGS	430427089284901	2004-07-05	54.52	A
USGS	430427089284901	2004-07-06	54.44	A
USGS	430427089284901	2004-07-07	54.44	A
USGS	430427089284901	2004-07-08	54.42	A
USGS	430427089284901	2004-07-09	54.44	A
USGS	430427089284901	2004-07-10	54.40	A
USGS	430427089284901	2004-07-11	54.33	A
USGS	430427089284901	2004-07-12	54.36	A
USGS	430427089284901	2004-07-13	54.32	A
USGS	430427089284901	2004-07-14	54.34	A
USGS	430427089284901	2004-07-15	54.36	A
USGS	430427089284901	2004-07-16	54.32	A
USGS	430427089284901	2004-07-17	54.30	A
USGS	430427089284901	2004-07-18	54.27	A
USGS	430427089284901	2004-07-19	54.23	A
USGS	430427089284901	2004-07-20	54.21	A
USGS	430427089284901	2004-07-21	54.22	A
USGS	430427089284901	2004-07-24	54.23	A
USGS	430427089284901	2004-07-25	54.19	A
USGS	430427089284901	2004-07-26	54.15	A
USGS	430427089284901	2004-07-27	54.11	A
USGS	430427089284901	2004-07-28	54.11	A
USGS	430427089284901	2004-07-29	54.08	A
USGS	430427089284901	2004-07-30	54.06	A
USGS	430427089284901	2004-07-31	54.08	A
USGS	430427089284901	2004-08-01	54.07	A
USGS	430427089284901	2004-08-02	54.05	A
USGS	430427089284901	2004-08-03	54.02	A
USGS	430427089284901	2004-08-04	54.02	A
USGS	430427089284901	2004-08-05	54.02	A
USGS	430427089284901	2004-08-06	54.00	A
USGS	430427089284901	2004-08-07	53.96	A
USGS	430427089284901	2004-08-08	53.94	A
USGS	430427089284901	2004-08-09	53.93	A
USGS	430427089284901	2004-08-10	53.91	A
USGS	430427089284901	2004-08-11	53.91	A
USGS	430427089284901	2004-08-12	53.91	A
USGS	430427089284901	2004-08-13	53.89	A
USGS	430427089284901	2004-08-14	53.91	A
USGS	430427089284901	2004-08-15	53.88	A
USGS	430427089284901	2004-08-16	53.86	A
USGS	430427089284901	2004-08-17	53.82	A
USGS	430427089284901	2004-08-18	53.85	A
USGS	430427089284901	2004-08-19	53.85	A
USGS	430427089284901	2004-08-20	53.82	A
USGS	430427089284901	2004-08-21	53.82	A
USGS	430427089284901	2004-08-22	53.78	A
USGS	430427089284901	2004-08-23	53.82	A
USGS	430427089284901	2004-08-24	53.80	A
USGS	430427089284901	2004-08-25	53.80	A
USGS	430427089284901	2004-08-26	53.76	A
USGS	430427089284901	2004-08-27	53.78	A
USGS	430427089284901	2004-08-28	53.78	A
USGS	430427089284901	2004-08-29	53.78	A
USGS	430427089284901	2004-08-30	53.77	A
USGS	430427089284901	2004-08-31	53.78	A
USGS	430427089284901	2004-09-01	53.78	A
USGS	430427089284901	2004-09-02	53.73	A
USGS	430427089284901	2004-09-03	53.72	A
USGS	430427089284901	2004-09-04	53.72	A
USGS	430427089284901	2004-09-05	53.71	A
USGS	430427089284901	2004-09-06	53.72	A
USGS	430427089284901	2004-09-07	53.74	A
USGS	430427089284901	2004-09-08	53.74	A
USGS	430427089284901	2004-09-09	53.71	A
USGS	430427089284901	2004-09-10	53.72	A
USGS	430427089284901	2004-09-11	53.72	A
USGS	430427089284901	2004-09-12	53.71	A
USGS	430427089284901	2004-09-13	53.70	A
USGS	430427089284901	2004-09-14	53.71	A
USGS	430427089284901	2004-09-15	53.70	A
USGS	430427089284901	2004-09-16	53.76	A
USGS	430427089284901	2004-09-17	53.76	A
USGS	430427089284901	2004-09-18	53.74	A
USGS	430427089284901	2004-09-19	53.74	A
USGS	430427089284901	2004-09-20	53.73	A
USGS	430427089284901	2004-09-21	53.74	A
USGS	430427089284901	2004-09-22	53.77	A
USGS	430427089284901	2004-09-23	53.77	A
USGS	430427089284901	2004-09-24	53.78	A
USGS	430427089284901	2004-09-25	53.80	A
USGS	430427089284901	2004-09-26	53.80	A
USGS	430427089284901	2004-09-27	53.80	A
USGS	430427089284901	2004-09-28	53.82	A
USGS	430427089284901	2004-09-29	53.80	A
USGS	430427089284901	2004-09-30	53.80	A
USGS	430427089284901	2004-10-01	53.83	A
USGS	430427089284901	2004-10-02	53.84	A
USGS	430427089284901	2004-10-03	53.82	A
USGS	430427089284901	2004-10-04	53.85	A
USGS	430427089284901	2004-10-05	53.83	A
USGS	430427089284901	2004-10-06	53.81	A
USGS	430427089284901	2004-10-07	53.82	A
USGS	430427089284901	2004-10-08	53.59	A
USGS	430427089284901	2004-10-09	53.75	A
USGS	430427089284901	2004-10-10	53.80	A
USGS	430427089284901	2004-10-11	53.76	A
USGS	430427089284901	2004-10-12	53.64	A
USGS	430427089284901	2004-10-13	53.58	A
USGS	430427089284901	2004-10-14	53.58	A
USGS	430427089284901	2004-10-15	53.63	A
USGS	430427089284901	2004-10-16	53.73	A
USGS	430427089284901	2004-10-17	53.84	A
USGS	430427089284901	2004-10-18	53.81	A
USGS	430427089284901	2004-10-19	53.70	A
USGS	430427089284901	2004-10-20	53.65	A
USGS	430427089284901	2004-10-21	53.81	A
USGS	430427089284901	2004-10-22	53.59	A
USGS	430427089284901	2004-10-23	53.71	A
USGS	430427089284901	2004-10-24	53.87	A
USGS	430427089284901	2004-10-25	53.91	A
USGS	430427089284901	2004-10-26	53.84	A
USGS	430427089284901	2004-10-27	53.73	A
USGS	430427089284901	2004-10-28	53.71	A
USGS	430427089284901	2004-10-29	53.64	A
USGS	430427089284901	2004-10-30	53.71	A
USGS	430427089284901	2004-10-31	53.86	A
USGS	430427089284901	2004-11-01	53.66	A
USGS	430427089284901	2004-11-02	53.71	A
USGS	430427089284901	2004-11-03	53.76	A
USGS	430427089284901	2004-11-04	53.70	A
USGS	430427089284901	2004-11-05	53.84	A
USGS	430427089284901	2004-11-06	53.86	A
USGS	430427089284901	2004-11-07	53.99	A
USGS	430427089284901	2004-11-08	53.99	A
USGS	430427089284901	2004-11-09	53.95	A
USGS	430427089284901	2004-11-10	53.92	A
USGS	430427089284901	2004-11-11	53.99	A
USGS	430427089284901	2004-11-12	53.98	A
USGS	430427089284901	2004-11-13	54.00	A
USGS	430427089284901	2004-11-14	53.99	A
USGS	430427089284901	2004-11-15	53.90	A
USGS	430427089284901	2004-11-16	53.72	A
USGS	430427089284901	2004-11-17	53.74	A
USGS	430427089284901	2004-11-18	53.70	A
USGS	430427089284901	2004-11-19	53.74	A
USGS	430427089284901	2004-11-20	53.80	A
USGS	430427089284901	2004-11-21	53.74	A
USGS	430427089284901	2004-11-22	53.78	A
USGS	430427089284901	2004-11-23	53.84	A
USGS	430427089284901	2004-11-24	53.82	A
USGS	430427089284901	2004-11-25	53.92	A
USGS	430427089284901	2004-11-26	53.88	A
USGS	430427089284901	2004-11-27	53.73	A
USGS	430427089284901	2004-11-28	53.89	A
USGS	430427089284901	2004-11-29	53.86	A
USGS	430427089284901	2004-11-30	53.82	A
USGS	430427089284901	2004-12-01	53.95	A
USGS	430427089284901	2004-12-02	53.88	A
USGS	430427089284901	2004-12-03	53.87	A
USGS	430427089284901	2004-12-04	53.95	A
USGS	430427089284901	2004-12-05	53.89	A
USGS	430427089284901	2004-12-06	53.74	A
USGS	430427089284901	2004-12-07	53.85	A
USGS	430427089284901	2004-12-08	53.85	A
USGS	430427089284901	2004-12-09	53.68	A
USGS	430427089284901	2004-12-10	53.81	A
USGS	430427089284901	2004-12-11	53.80	A
USGS	430427089284901	2004-12-12	53.96	A
USGS	430427089284901	2004-12-13	54.11	A
USGS	430427089284901	2004-12-14	54.12	A
USGS	430427089284901	2004-12-15	54.06	A
USGS	430427089284901	2004-12-16	54.08	A
USGS	430427089284901	2004-12-17	54.06	A
USGS	430427089284901	2004-12-18	54.13	A
USGS	430427089284901	2004-12-19	54.16	A
USGS	430427089284901	2004-12-20	54.07	A
USGS	430427089284901	2004-12-21	54.14	A
USGS	430427089284901	2004-12-22	54.14	A
USGS	430427089284901	2004-12-23	54.16	A
USGS	430427089284901	2004-12-24	54.16	A
USGS	430427089284901	2004-12-25	54.32	A
USGS	430427089284901	2004-12-26	54.17	A
USGS	430427089284901	2004-12-27	54.15	A
USGS	430427089284901	2004-12-28	54.00	A
USGS	430427089284901	2004-12-29	53.98	A
USGS	430427089284901	2004-12-30	53.88	A
USGS	430427089284901	2004-12-31	54.16	A
USGS	430427089284901	2005-01-01	54.12	A
USGS	430427089284901	2005-01-02	53.88	A
USGS	430427089284901	2005-01-03	53.94	A
USGS	430427089284901	2005-01-04	54.00	A
USGS	430427089284901	2005-01-05	54.02	A
USGS	430427089284901	2005-01-06	54.09	A
USGS	430427089284901	2005-01-07	54.10	A
USGS	430427089284901	2005-01-08	54.09	A
USGS	430427089284901	2005-01-09	53.97	A
USGS	430427089284901	2005-01-10	54.07	A
USGS	430427089284901	2005-01-11	54.00	A
USGS	430427089284901	2005-01-12	53.89	A
USGS	430427089284901	2005-01-13	54.29	A
USGS	430427089284901	2005-01-14	54.33	A
USGS	430427089284901	2005-01-15	54.32	A
USGS	430427089284901	2005-01-16	54.30	A
USGS	430427089284901	2005-01-17	54.32	A
USGS	430427089284901	2005-01-18	54.31	A
USGS	430427089284901	2005-01-19	54.13	A
USGS	430427089284901	2005-01-20	54.06	A
USGS	430427089284901	2005-01-21	54.14	A
USGS	430427089284901	2005-01-22	54.31	A
USGS	430427089284901	2005-01-23	54.33	A
USGS	430427089284901	2005-01-24	54.14	A
USGS	430427089284901	2005-01-25	54.07	A
USGS	430427089284901	2005-01-26	54.39	A
USGS	430427089284901	2005-01-27	54.39	A
USGS	430427089284901	2005-01-28	54.34	A
USGS	430427089284901	2005-01-29	54.30	A
USGS	430427089284901	2005-01-30	54.33	A
USGS	430427089284901	2005-01-31	54.14	A
USGS	430427089284901	2005-02-01	54.26	A
USGS	430427089284901	2005-02-02	54.33	A
USGS	430427089284901	2005-02-03	54.36	A
USGS	430427089284901	2005-02-04	54.34	A
USGS	430427089284901	2005-02-05	54.34	A
USGS	430427089284901	2005-02-06	54.31	A
USGS	430427089284901	2005-02-07	53.96	A
USGS	430427089284901	2005-02-08	54.01	A
USGS	430427089284901	2005-02-09	53.98	A
USGS	430427089284901	2005-02-10	54.05	A
USGS	430427089284901	2005-02-11	54.12	A
USGS	430427089284901	2005-02-12	54.18	A
USGS	430427089284901	2005-02-13	53.76	A
USGS	430427089284901	2005-02-14	53.09	A
USGS	430427089284901	2005-02-15	53.27	A
USGS	430427089284901	2005-02-16	54.11	A
USGS	430427089284901	2005-02-17	54.17	A
USGS	430427089284901	2005-02-18	54.19	A
USGS	430427089284901	2005-02-19	54.17	A
USGS	430427089284901	2005-02-20	53.81	A
USGS	430427089284901	2005-02-21	53.24	A
USGS	430427089284901	2005-02-22	53.78	A
USGS	430427089284901	2005-02-23	53.70	A
USGS	430427089284901	2005-02-24	53.52	A
USGS	430427089284901	2005-02-25	53.41	A
USGS	430427089284901	2005-02-26	54.04	A
USGS	430427089284901	2005-02-27	53.89	A
USGS	430427089284901	2005-02-28	53.19	A
USGS	430427089284901	2005-03-01	53.95	A
USGS	430427089284901	2005-03-02	54.08	A
USGS	430427089284901	2005-03-03	54.04	A
USGS	430427089284901	2005-03-04	53.98	A
USGS	430427089284901	2005-03-05	54.04	A
USGS	430427089284901	2005-03-06	53.95	A
USGS	430427089284901	2005-03-07	53.86	A
USGS	430427089284901	2005-03-08	54.03	A
USGS	430427089284901	2005-03-09	54.02	A
USGS	430427089284901	2005-03-10	53.61	A
USGS	430427089284901	2005-03-11	53.84	A
USGS	430427089284901	2005-03-12	53.92	A
USGS	430427089284901	2005-03-13	54.00	A
USGS	430427089284901	2005-03-14	53.96	A
USGS	430427089284901	2005-03-15	53.97	A
USGS	430427089284901	2005-03-16	53.91	A
USGS	430427089284901	2005-03-17	53.90	A
USGS	430427089284901	2005-03-18	53.73	A
USGS	430427089284901	2005-03-19	53.65	A
USGS	430427089284901	2005-03-20	53.86	A
USGS	430427089284901	2005-03-21	53.86	A
USGS	430427089284901	2005-03-22	53.96	A
USGS	430427089284901	2005-03-23	53.83	A
USGS	430427089284901	2005-03-24	53.85	A
USGS	430427089284901	2005-03-25	53.87	A
USGS	430427089284901	2005-03-26	53.87	A
USGS	430427089284901	2005-03-27	53.83	A
USGS	430427089284901	2005-03-28	53.84	A
USGS	430427089284901	2005-03-29	53.80	A
USGS	430427089284901	2005-03-30	53.78	A
USGS	430427089284901	2005-03-31	53.89	A
USGS	430427089284901	2005-04-01	53.89	A
USGS	430427089284901	2005-04-02	53.82	A
USGS	430427089284901	2005-04-03	53.80	A
USGS	430427089284901	2005-04-04	53.78	A
USGS	430427089284901	2005-04-05	53.79	A
USGS	430427089284901	2005-04-06	53.80	A
USGS	430427089284901	2005-04-07	53.80	A
USGS	430427089284901	2005-04-08	53.78	A
USGS	430427089284901	2005-04-09	53.76	A
USGS	430427089284901	2005-04-10	53.73	A
USGS	430427089284901	2005-04-11	53.72	A
USGS	430427089284901	2005-04-12	53.72	A
USGS	430427089284901	2005-04-13	53.76	A
USGS	430427089284901	2005-04-14	53.78	A
USGS	430427089284901	2005-04-15	53.84	A
USGS	430427089284901	2005-04-16	53.77	A
USGS	430427089284901	2005-04-17	53.74	A
USGS	430427089284901	2005-04-18	53.74	A
USGS	430427089284901	2005-04-19	53.74	A
USGS	430427089284901	2005-04-20	53.78	A
USGS	430427089284901	2005-04-21	53.78	A
USGS	430427089284901	2005-04-22	53.75	A
USGS	430427089284901	2005-04-23	53.76	A
USGS	430427089284901	2005-04-24	53.76	A
USGS	430427089284901	2005-04-25	53.67	A
USGS	430427089284901	2005-04-26	53.72	A
USGS	430427089284901	2005-04-27	53.76	A
USGS	430427089284901	2005-04-28	53.76	A
USGS	430427089284901	2005-04-29	53.77	A
USGS	430427089284901	2005-04-30	53.75	A
USGS	430427089284901	2005-05-01	53.74	A
USGS	430427089284901	2005-05-02	53.74	A
USGS	430427089284901	2005-05-03	53.74	A
USGS	430427089284901	2005-05-04	53.79	A
USGS	430427089284901	2005-05-05	53.79	A
USGS	430427089284901	2005-05-06	53.75	A
USGS	430427089284901	2005-05-07	53.73	A
USGS	430427089284901	2005-05-08	53.71	A
USGS	430427089284901	2005-05-09	53.70	A
USGS	430427089284901	2005-05-10	53.73	A
USGS	430427089284901	2005-05-11	53.84	A
USGS	430427089284901	2005-05-12	53.84	A
USGS	430427089284901	2005-05-13	53.72	A
USGS	430427089284901	2005-05-14	53.70	A
USGS	430427089284901	2005-05-15	53.72	A
USGS	430427089284901	2005-05-16	53.75	A
USGS	430427089284901	2005-05-17	53.75	A
USGS	430427089284901	2005-05-18	53.74	A
USGS	430427089284901	2005-05-19	53.80	A
USGS	430427089284901	2005-05-20	53.83	A
USGS	430427089284901	2005-05-21	53.82	A
USGS	430427089284901	2005-05-22	53.79	A
USGS	430427089284901	2005-05-23	53.80	A
USGS	430427089284901	2005-05-24	53.81	A
USGS	430427089284901	2005-05-25	53.80	A
USGS	430427089284901	2005-05-26	53.80	A
USGS	430427089284901	2005-05-27	53.77	A
USGS	430427089284901	2005-05-28	53.76	A
USGS	430427089284901	2005-05-29	53.80	A
USGS	430427089284901	2005-05-30	53.85	A
USGS	430427089284901	2005-05-31	53.88	A
USGS	430427089284901	2005-06-01	53.84	A
USGS	430427089284901	2005-06-02	53.82	A
USGS	430427089284901	2005-06-03	53.83	A
USGS	430427089284901	2005-06-04	53.82	A
USGS	430427089284901	2005-06-05	53.84	A
USGS	430427089284901	2005-06-06	53.84	A
USGS	430427089284901	2005-06-07	53.87	A
USGS	430427089284901	2005-06-08	53.93	A
USGS	430427089284901	2005-06-09	53.94	A
USGS	430427089284901	2005-06-10	53.92	A
USGS	430427089284901	2005-06-11	53.92	A
USGS	430427089284901	2005-06-12	53.95	A
USGS	430427089284901	2005-06-13	53.95	A
USGS	430427089284901	2005-06-14	54.03	A
USGS	430427089284901	2005-06-15	54.00	A
USGS	430427089284901	2005-06-16	54.01	A
USGS	430427089284901	2005-06-17	54.08	A
USGS	430427089284901	2005-06-18	54.09	A
USGS	430427089284901	2005-06-19	54.15	A
USGS	430427089284901	2005-06-20	54.15	A
USGS	430427089284901	2005-06-21	54.21	A
USGS	430427089284901	2005-06-22	54.24	A
USGS	430427089284901	2005-07-20	54.98	A
USGS	430427089284901	2005-07-21	55.01	A
USGS	430427089284901	2005-07-22	54.96	A
USGS	430427089284901	2005-07-23	55.02	A
USGS	430427089284901	2005-07-24	54.99	A
USGS	430427089284901	2005-07-25	55.02	A
USGS	430427089284901	2005-07-26	55.04	A
USGS	430427089284901	2005-07-27	55.11	A
USGS	430427089284901	2005-07-28	55.09	A
USGS	430427089284901	2005-07-29	55.07	A
USGS	430427089284901	2005-07-30	55.04	A
USGS	430427089284901	2005-07-31	55.01	A
USGS	430427089284901	2005-08-01	55.07	A
USGS	430427089284901	2005-08-02	55.11	A
USGS	430427089284901	2005-08-03	55.16	A
USGS	430427089284901	2005-08-04	55.20	A
USGS	430427089284901	2005-08-05	55.25	A
USGS	430427089284901	2005-08-06	55.25	A
USGS	430427089284901	2005-08-07	55.26	A
USGS	430427089284901	2005-08-08	55.21	A
USGS	430427089284901	2005-08-09	55.25	A
USGS	430427089284901	2005-08-10	55.30	A
USGS	430427089284901	2005-08-11	55.30	A
USGS	430427089284901	2005-08-12	55.29	A
USGS	430427089284901	2005-08-13	55.31	A
USGS	430427089284901	2005-08-14	55.33	A
USGS	430427089284901	2005-08-15	55.36	A
USGS	430427089284901	2005-08-16	55.36	A
USGS	430427089284901	2005-08-17	55.41	A
USGS	430427089284901	2005-08-18	55.38	A
USGS	430427089284901	2005-08-19	55.39	A
USGS	430427089284901	2005-08-20	55.36	A
USGS	430427089284901	2005-08-21	55.39	A
USGS	430427089284901	2005-08-22	55.45	A
USGS	430427089284901	2005-08-23	55.53	A
USGS	430427089284901	2005-08-24	55.51	A
USGS	430427089284901	2005-08-25	55.44	A
USGS	430427089284901	2005-08-26	55.49	A
USGS	430427089284901	2005-08-27	55.47	A
USGS	430427089284901	2005-08-28	55.53	A
USGS	430427089284901	2005-08-29	55.56	A
USGS	430427089284901	2005-08-30	55.53	A
USGS	430427089284901	2005-08-31	55.58	A
USGS	430427089284901	2005-09-01	55.55	A
USGS	430427089284901	2005-09-02	55.56	A
USGS	430427089284901	2005-09-03	55.61	A
USGS	430427089284901	2005-09-04	55.57	A
USGS	430427089284901	2005-09-05	55.57	A
USGS	430427089284901	2005-09-06	55.60	A
USGS	430427089284901	2005-09-07	55.60	A
USGS	430427089284901	2005-09-08	55.60	A
USGS	430427089284901	2005-09-09	55.63	A
USGS	430427089284901	2005-09-10	55.62	A
USGS	430427089284901	2005-09-11	55.65	A
USGS	430427089284901	2005-09-12	55.64	A
USGS	430427089284901	2005-09-13	55.70	A
USGS	430427089284901	2005-09-14	55.72	A
USGS	430427089284901	2005-12-20	56.48	A
USGS	430427089284901	2005-12-21	56.70	A
USGS	430427089284901	2005-12-22	56.65	A
USGS	430427089284901	2005-12-23	56.63	A
USGS	430427089284901	2005-12-24	56.78	A
USGS	430427089284901	2005-12-25	56.78	A
USGS	430427089284901	2005-12-26	56.78	A
USGS	430427089284901	2005-12-27	56.73	A
USGS	430427089284901	2005-12-28	56.76	A
USGS	430427089284901	2005-12-29	56.79	A
USGS	430427089284901	2005-12-30	56.65	A
USGS	430427089284901	2005-12-31	56.72	A
