Daily Date,M6888_Rain_inpd,OH515_EPT_mmpd,TA613_AIRT_MIN_C,TA613_AIRT_Max_C
10/8/2002,0,3.18,23.78,30.53
10/9/2002,0,4.11,23.58,31.14
10/10/2002,0.07,2.99,23.84,32.12
10/11/2002,0.01,3.18,24.45,32.06
10/12/2002,0,3.93,24.71,31.87
10/13/2002,0,3.93,23.84,31.47
10/14/2002,0,3.74,23.31,30.27
10/15/2002,0.96,3.18,22.63,29.68
10/16/2002,0.13,2.99,22.97,30.08
10/17/2002,0,3.36,19.72,26.88
10/18/2002,0,4.11,19.51,27.81
10/19/2002,0,3.74,20.58,28.68
10/20/2002,0,2.62,21.91,29.93
10/21/2002,0,2.06,22.84,28.55
10/22/2002,0,3.18,22.51,32.33
10/23/2002,0,4.49,23.11,30.16
10/24/2002,0,3.36,22.97,31.26
10/25/2002,0,2.99,23.18,31.26
10/26/2002,0,2.43,23.38,31.52
10/27/2002,0,3.55,24.05,31.54
10/28/2002,0,3.74,23.91,30.81
10/29/2002,0,2.99,23.51,30.73
10/30/2002,0,3.74,23.91,31.27
10/31/2002,0.4,3.36,22.35,31.26
11/1/2002,0.71,2.8,22.91,30.61
11/2/2002,0,3.36,21.44,27.95
11/3/2002,0,3.74,20.12,28.54
11/4/2002,0,3.55,21.19,29.15
11/5/2002,0,2.62,22.05,30.21
11/6/2002,0.12,3.36,20.17,29.95
11/7/2002,0,3.93,15.65,23.49
11/8/2002,0,3.55,16.79,27.55
11/9/2002,0,3.74,18.86,29.22
11/10/2002,0,3.18,19.85,29.94
11/11/2002,0,2.99,21.12,32.26
11/12/2002,0,3.36,22.51,30.67
11/13/2002,0.54,2.43,17.16,23.78
11/14/2002,0,3.55,14.86,24.89
11/15/2002,0,2.99,18.91,27.55
11/16/2002,1.1,1.12,20.7,26.57
11/17/2002,0.16,1.5,14.46,21.98
11/18/2002,0,3.74,9.86,21.03
11/19/2002,0,3.55,13.19,24.29
11/20/2002,0.04,2.62,16.92,27.29
11/21/2002,0.01,1.87,19.31,25.23
11/22/2002,0.01,2.8,16.92,23.63
11/23/2002,0,3.55,12.25,20.57
11/24/2002,0,3.36,12.86,24.69
11/25/2002,0,2.8,16.59,26.82
11/26/2002,0,2.43,18.85,25.49
11/27/2002,0,2.8,16.52,23.82
11/28/2002,0,2.8,16.45,24.09
11/29/2002,0,3.55,10.46,20.43
11/30/2002,0,3.36,10.8,22.23
12/1/2002,0,2.24,15.12,23.49
12/2/2002,0,2.62,15.65,25.35
12/3/2002,0,3.18,15.92,26.55
12/4/2002,0,1.5,17.99,26.62
12/5/2002,0,2.62,19.25,28.88
12/6/2002,0,2.06,15.85,24.43
12/7/2002,0,2.24,14.78,24.3
12/8/2002,0,1.5,18.52,25.03
12/9/2002,1.3,1.31,20.72,24.92
12/10/2002,0.33,1.87,20.52,26.56
12/11/2002,0.01,2.43,20.45,26.36
12/12/2002,0.05,1.87,20.51,27.63
12/13/2002,0.2,2.24,20.72,28.02
12/14/2002,0,3.36,15.05,22.44
12/15/2002,0,2.8,11.47,17.17
12/16/2002,0,3.36,8.6,18.18
12/17/2002,0,2.99,10.53,22.97
12/18/2002,0,1.87,15.39,25.49
12/19/2002,0,2.43,15.66,26.3
12/20/2002,0,2.06,15.19,26.23
12/21/2002,0,3.36,11.26,20.23
12/22/2002,0,2.8,12.4,23.76
12/23/2002,0,2.62,15.12,24.89
12/24/2002,0,2.62,20.92,27.68
12/25/2002,0,2.8,13.66,24.51
12/26/2002,0,3.36,9.86,18.84
12/27/2002,0,2.8,12.32,21.97
12/28/2002,0,3.55,11.53,18.11
12/29/2002,0,3.36,9.72,20.9
12/30/2002,0,2.99,11.93,23.82
12/31/2002,0,2.62,16.59,25.63
1/1/2003,0,1.87,21.18,26.56
1/2/2003,0,2.43,19.11,27.01
1/3/2003,0.01,1.31,13.46,21.84
1/4/2003,0,3.55,8.99,16.17
1/5/2003,0,2.99,10.26,20.97
1/6/2003,0,3.18,12.05,20.3
1/7/2003,0,3.36,9.99,17.71
1/8/2003,0,3.55,9.46,19.7
1/9/2003,0,3.55,11,21.17
1/10/2003,0,3.36,13.26,23.96
1/11/2003,0,2.8,15.26,24.49
1/12/2003,0,3.18,11.85,22.23
1/13/2003,0,1.68,13.32,23.76
1/14/2003,0,2.06,13.46,18.64
1/15/2003,0,3.55,9.86,19.83
1/16/2003,0,3.18,11,23.29
1/17/2003,0,2.99,8.12,22.11
1/18/2003,0,0.93,6.59,12.06
1/19/2003,0,3.74,5.599,16.37
1/20/2003,0,3.74,6.993,19.3
1/21/2003,0,3.74,9.92,23.56
1/22/2003,0,3.74,11.87,23.22
1/23/2003,0,2.62,9.59,22.64
1/24/2003,0,3.55,2.052,12.52
1/25/2003,0,2.24,6.057,19.44
1/26/2003,0,2.62,10.26,22.49
1/27/2003,0,3.36,10.13,17.84
1/28/2003,0,2.8,9.19,19.58
1/29/2003,0,2.99,13.53,21.7
1/30/2003,0,2.99,14.19,24.48
1/31/2003,0,3.36,15.58,27.02
2/1/2003,0,3.93,12.86,23.96
2/2/2003,0,4.11,9.79,24.56
2/3/2003,0,3.55,12.66,24.76
2/4/2003,0,3.18,16.65,26.42
2/5/2003,0,2.06,16.32,21.84
2/6/2003,0,2.06,14.58,26.55
2/7/2003,0,2.8,18.38,28.35
2/8/2003,0,3.18,16.92,23.15
2/9/2003,0,3.36,15.99,28.08
2/10/2003,0,3.74,19.65,28.28
2/11/2003,0,3.93,15.25,25.35
2/12/2003,0,4.11,13.12,23.42
2/13/2003,0,3.93,11.59,22.95
2/14/2003,0,3.55,13.32,23.76
2/15/2003,0,3.18,16.99,27.41
2/16/2003,0.14,3.36,19.11,28.62
2/17/2003,0.07,2.06,17.45,24.63
2/18/2003,0,3.74,13.46,22.22
2/19/2003,0,3.74,15.45,27.61
2/20/2003,2.16,3.74,20.05,28.6
2/21/2003,0,3.55,21.44,28.81
2/22/2003,0.12,4.11,20.56,28.42
2/23/2003,0.18,2.8,18.13,24.49
2/24/2003,0,2.43,16.19,25.03
2/25/2003,0,2.8,18.11,28.46
2/26/2003,0,3.93,19.25,28.53
2/27/2003,0,3.55,21.04,28.61
2/28/2003,0,3.55,22.1,30
3/1/2003,0,3.93,22.44,29.47
3/2/2003,0,3.55,22.84,29.73
3/3/2003,0,2.8,21.1,29
3/4/2003,0,4.3,23.11,29.86
3/5/2003,0,4.3,23.31,31
3/6/2003,0,3.74,22.71,30.53
3/7/2003,0,3.55,23.78,30.01
3/8/2003,0,3.74,22.37,31.38
3/9/2003,0,3.93,22.77,30.13
3/10/2003,0.2,2.8,22.1,26.95
3/11/2003,0.13,3.74,20.91,29.8
3/12/2003,0,4.11,22.44,30.59
3/13/2003,0,3.55,22.44,31.07
3/14/2003,0.03,3.55,22.24,29.93
3/15/2003,0.01,3.74,22.1,29.73
3/16/2003,0.84,4.11,21.24,28.06
3/17/2003,1.07,3.93,19.45,28.15
3/18/2003,0,4.67,21.11,30
3/19/2003,0,4.3,23.58,31
3/20/2003,0,4.49,25.16,31
3/21/2003,0.25,4.49,24.29,30.47
3/22/2003,0.01,4.49,24.36,30.27
3/23/2003,0.47,2.43,20.71,29.88
3/24/2003,0.01,5.05,18.71,25.35
3/25/2003,0,4.86,16.72,26.74
3/26/2003,0,3.36,19.72,27.35
3/27/2003,1.16,2.43,19.83,26.95
3/28/2003,0.01,5.05,20.05,28.55
3/29/2003,0,5.23,20.52,30.4
3/30/2003,0,2.8,14.71,28.15
3/31/2003,0,5.79,11.06,16.05
4/1/2003,0,4.11,10.26,21.1
4/2/2003,0,4.86,14.71,24.43
4/3/2003,0,4.67,16.65,26.41
4/4/2003,0,5.23,18.64,28.21
4/5/2003,0,3.93,20.25,29.21
4/6/2003,0,4.3,21.77,29.48
4/7/2003,0,4.49,23.04,29.07
4/8/2003,0,4.86,22.57,28.75
4/9/2003,0,2.8,21.9,28.22
4/10/2003,0,5.23,16.39,21.9
4/11/2003,0,4.3,15.99,22.64
4/12/2003,0,4.86,15.65,25.15
4/13/2003,0,5.98,15.45,26.34
4/14/2003,0,5.42,16.05,27.35
4/15/2003,0,5.05,19.25,27.28
4/16/2003,0,4.11,18.11,28.54
4/17/2003,0.02,5.79,19.31,30.13
4/18/2003,0.56,4.49,20.45,30.4
4/19/2003,0.27,5.42,20.97,28.14
4/20/2003,0,5.05,20.52,28.48
4/21/2003,0,4.67,19.58,28.55
4/22/2003,0,4.49,20.92,29.41
4/23/2003,0,5.79,20.12,29.6
4/24/2003,0,5.23,20.84,29.07
4/25/2003,0,4.67,21.18,29.94
4/26/2003,1.71,0.37,17.97,24.11
4/27/2003,0,3.93,19.05,29.46
4/28/2003,0.19,2.8,22.28,28.73
4/29/2003,0,4.11,21.44,30.33
4/30/2003,1.57,0.37,20.84,24.71
5/1/2003,0.13,4.3,20.65,28.35
5/2/2003,0,5.05,22.31,29.68
5/3/2003,0.04,4.49,23.15,31.07
5/4/2003,0,5.42,22.91,32.39
5/5/2003,0,5.23,24.18,31.47
5/6/2003,0,5.05,24.71,31.27
5/7/2003,0,5.42,24.18,31.2
5/8/2003,0,4.86,24.38,31.34
5/9/2003,0,5.42,24.18,32.4
5/10/2003,0,5.05,24.51,32.07
5/11/2003,0,5.79,24.65,32.98
5/12/2003,0,5.79,25.38,32.26
5/13/2003,1.31,5.23,21.75,33.65
5/14/2003,0,3.55,22.71,30.13
5/15/2003,0,4.86,24.05,31.79
5/16/2003,0.92,4.3,24.47,31.72
5/17/2003,0,4.49,25.09,32.39
5/18/2003,0.43,2.99,23.62,30.87
5/19/2003,0.53,4.3,24.09,31.67
5/20/2003,0.03,5.05,23.91,31.6
5/21/2003,0,4.49,22.31,30.4
5/22/2003,0.03,2.8,23.04,28.42
5/23/2003,0.1,3.36,22.71,30.6
5/24/2003,0,5.23,23.24,31.86
5/25/2003,1.02,4.3,23.31,30.65
5/26/2003,0.02,4.86,24.3,31.07
5/27/2003,2.08,4.67,22.91,32.13
5/28/2003,0.01,2.62,23.38,29.26
5/29/2003,1.16,1.68,21.97,27.15
5/30/2003,0,5.98,22.04,30.07
5/31/2003,0,5.05,23.91,31.13
6/1/2003,0,4.86,25.76,31.8
6/2/2003,0.46,3.93,25.03,32.05
6/3/2003,0.06,3.55,24.67,31.13
6/4/2003,0,5.05,25.67,31.8
6/5/2003,0,3.93,25.9,30.79
6/6/2003,0.99,4.3,25.43,31.47
6/7/2003,0.02,3.74,25.83,30.33
6/8/2003,0.34,3.36,25.09,31.91
6/9/2003,0.07,5.23,25.07,32.13
6/10/2003,0.25,4.11,24.67,32.11
6/11/2003,0,5.61,25.76,30.87
6/12/2003,0.02,3.18,24.56,30.2
6/13/2003,0,5.42,25.36,31.8
6/14/2003,0,4.67,25.7,30.65
6/15/2003,0.03,3.55,24.83,29.73
6/16/2003,0,4.86,25.43,31.4
6/17/2003,0.01,3.36,25.43,30.8
6/18/2003,0,3.74,25.23,32.07
6/19/2003,0,3.74,26.23,31
6/20/2003,0,3.55,26.57,32
6/21/2003,0.88,4.3,24.43,31.67
6/22/2003,0.95,2.24,23.58,29.8
6/23/2003,0.53,1.5,22.62,26.97
6/24/2003,0,1.87,24.76,28.41
6/25/2003,0,5.42,24.24,30.8
6/26/2003,0,3.74,25.5,31
6/27/2003,0,3.18,25.43,29.53
6/28/2003,0.13,2.8,23.29,30.8
6/29/2003,0,4.67,26.7,31.94
6/30/2003,0,2.24,26.77,32
7/1/2003,0,3.18,26.77,32.2
7/2/2003,0.07,3.18,25.56,31.07
7/3/2003,0.15,3.55,25.86,31.72
7/4/2003,0,2.99,25.74,32.47
7/5/2003,0.27,2.43,25.99,31.22
7/6/2003,0,2.43,25.83,31.74
7/7/2003,0,2.99,26.5,31.67
7/8/2003,0,4.67,27.17,32.85
7/9/2003,0,4.49,26.83,32.61
7/10/2003,0,4.67,26.97,32.8
7/11/2003,0,3.93,27.3,32.8
7/12/2003,0,4.11,27.3,32.6
7/13/2003,0,3.93,26.7,32.4
7/14/2003,0.24,3.55,26.03,31.2
7/15/2003,2.01,4.3,23.11,33.05
7/16/2003,0.26,2.99,25.1,31.46
7/17/2003,0,2.99,25.36,31.4
7/18/2003,0,3.74,26.1,32.39
7/19/2003,0,3.18,26.3,32.05
7/20/2003,0.01,4.49,26.23,33.99
7/21/2003,0.07,2.43,25.02,33.33
7/22/2003,0.72,4.3,23.54,33.72
7/23/2003,0.44,3.55,23.96,32.2
7/24/2003,0,2.62,24.51,30.47
7/25/2003,0.08,3.55,25.17,32.06
7/26/2003,0.69,2.62,25.5,31.49
7/27/2003,0,4.49,26.03,32.73
7/28/2003,0,3.36,25.96,31.72
7/29/2003,0,3.93,25.5,32.46
7/30/2003,0.01,3.55,25.76,32.32
7/31/2003,0.01,5.05,25.03,32.87
8/1/2003,0,2.43,25.43,30.87
8/2/2003,1.65,2.24,22.87,30.33
8/3/2003,0.01,2.8,25.3,31.34
8/4/2003,0,4.3,25.75,33.12
8/5/2003,0.62,3.36,24.29,32.32
8/6/2003,0,4.3,25.9,32.59
8/7/2003,0.05,4.3,25.5,32.74
8/8/2003,0.81,2.99,25.03,31.47
8/9/2003,0,3.36,24.55,32.67
8/10/2003,0,4.11,25.5,32.07
8/11/2003,0.08,2.99,25.9,31.94
8/12/2003,0.17,3.55,25,32.27
8/13/2003,0.14,4.86,25.69,32.27
8/14/2003,0.52,1.87,24.83,30.29
8/15/2003,0,4.67,25.63,33.13
8/16/2003,0.1,2.62,25.35,31.63
8/17/2003,0,4.11,25.04,31.94
8/18/2003,0,3.74,26.06,32.2
8/19/2003,0.23,3.36,25.37,31.74
8/20/2003,0.54,1.12,23.01,27.16
8/21/2003,0.73,1.68,23.28,29.29
8/22/2003,0.21,3.55,25.25,31.2
8/23/2003,0.15,4.49,24.74,33.46
8/24/2003,0.43,4.11,23.15,33.12
8/25/2003,0.23,3.18,25.97,31.08
8/26/2003,0.81,3.18,24.67,30.15
8/27/2003,0,5.23,26.37,32
8/28/2003,0.35,1.5,23.17,30.09
8/29/2003,0,4.11,25.77,32.27
8/30/2003,0,4.11,26.03,31.87
8/31/2003,0.24,4.3,25.87,31.81
9/1/2003,0.32,3.18,23.9,30.62
9/2/2003,0.91,2.8,23.97,31.4
9/3/2003,0.01,3.18,26.3,32.13
9/4/2003,0.25,2.99,25.01,31.66
9/5/2003,0.64,1.5,24.74,29.55
9/6/2003,0.16,3.55,25.24,31.54
9/7/2003,0.01,3.36,26.9,32.61
9/8/2003,0,4.11,26.9,33.01
9/9/2003,0,4.49,25.18,31.4
9/10/2003,0,4.49,25.12,31.93
9/11/2003,0,4.11,25.57,31.87
9/12/2003,0,3.55,25.11,30.93
9/13/2003,0.02,2.43,24.97,29.22
9/14/2003,0.43,2.62,24.4,30.87
9/15/2003,0,4.3,25.77,31.67
9/16/2003,0,3.55,24.51,31
9/17/2003,0,3.93,25.11,31.54
9/18/2003,0,4.3,24.85,31.79
9/19/2003,0,2.8,26.57,31.94
9/20/2003,0.47,2.24,26.77,30.21
9/21/2003,0.2,3.55,25.9,31.08
9/22/2003,0,4.11,26.31,32.2
9/23/2003,0.11,3.36,25.49,31.79
9/24/2003,0.22,2.8,23.8,31.14
9/25/2003,1.15,2.8,22.62,31.47
9/26/2003,0.19,2.62,23.84,29.35
9/27/2003,0,3.93,25.09,31.54
9/28/2003,1.23,3.36,23.17,31.13
9/29/2003,2.04,0.37,22.97,26.32
9/30/2003,0,2.62,24.58,30.33
10/1/2003,0,3.55,25.24,30.67
10/2/2003,0,3.55,23.91,29.41
10/3/2003,0,3.74,23.91,30.6
10/4/2003,0,2.24,25.18,29.55
10/5/2003,0,3.18,25.05,30.02
10/6/2003,0,3.93,25.44,30.08
10/7/2003,0,3.36,25.05,30.48
10/8/2003,0,3.74,24.58,31.54
10/9/2003,0.01,4.11,24.45,30.8
10/10/2003,0,2.99,24.58,30.67
10/11/2003,0.43,3.93,24.88,32.14
10/12/2003,0.01,4.11,26.03,31.66
10/13/2003,0,4.11,26.18,31.8
10/14/2003,0,3.55,26.37,30.95
10/15/2003,0,3.18,22.91,29.34
10/16/2003,0,4.11,21.85,28.28
10/17/2003,0,1.5,23.84,28.62
10/18/2003,0,4.11,22.31,28.28
10/19/2003,0,4.11,22.38,29.41
10/20/2003,0,3.93,21.65,30.07
10/21/2003,0,3.93,22.38,30
10/22/2003,0.03,4.3,21.46,29.09
10/23/2003,0,3.93,22.78,30.2
10/24/2003,0,4.3,22.52,29.95
10/25/2003,0.09,1.5,23.58,27.71
10/26/2003,0,3.36,23.44,29.55
10/27/2003,0,4.11,23.11,29.88
10/28/2003,0,2.43,23.71,29.02
10/29/2003,0.85,4.3,21.12,27.41
10/30/2003,0.05,3.55,20.59,28.48
10/31/2003,0.01,2.99,22.77,28.35
11/1/2003,0,2.62,21.79,28.28
11/2/2003,0.06,2.99,21.71,28.82
11/3/2003,0.18,3.36,21.44,28.95
11/4/2003,1.07,0.56,21.9,25.25
11/5/2003,0.05,2.24,24.18,28.35
11/6/2003,0.01,1.5,23.64,26.1
11/7/2003,0.02,3.18,22.91,29.81
11/8/2003,0,2.62,23.44,29.28
11/9/2003,0,3.36,23.91,30.08
11/10/2003,0.02,3.18,23.04,29.02
11/11/2003,0,3.36,22.77,27.88
11/12/2003,0,3.55,22.11,28.75
11/13/2003,0,3.93,21.12,27.75
11/14/2003,0,3.36,18.38,26.23
11/15/2003,0,2.62,19.51,26.03
11/16/2003,0,2.24,19.85,26.89
11/17/2003,0,2.62,20.32,27.88
11/18/2003,0,3.18,21.52,28.68
11/19/2003,0,2.06,20.32,28.15
11/20/2003,0,3.36,15.52,23.62
11/21/2003,0,3.36,17.06,25.82
11/22/2003,0,3.36,17.46,26.29
11/23/2003,0,2.99,19.05,26.76
11/24/2003,0,3.18,18.73,27.55
11/25/2003,0,2.62,20.25,27.21
11/26/2003,0,3.36,19.31,26.62
11/27/2003,0,3.18,20.12,27.61
11/28/2003,0,2.8,19.78,28.35
11/29/2003,0,2.43,11.05,21.04
11/30/2003,0,2.43,11.78,21.84
12/1/2003,0,2.43,14.8,24.05
12/2/2003,0,3.18,13.79,24.89
12/3/2003,0,2.62,15.26,24.23
12/4/2003,0,3.93,17.32,26.09
12/5/2003,0.55,2.62,19.25,27.41
12/6/2003,0.01,3.36,9.72,19.51
12/7/2003,0,3.18,8.73,18.64
12/8/2003,0,2.62,12.07,21.84
12/9/2003,0,2.62,15.78,24.56
12/10/2003,0.48,1.31,17.59,23.91
12/11/2003,0,2.8,13.99,20.32
12/12/2003,0,2.24,11.6,21.23
12/13/2003,0,2.99,15.65,25.75
12/14/2003,0,0.56,17.85,24.85
12/15/2003,0,3.18,12.32,22.17
12/16/2003,0,1.12,15.79,24.51
12/17/2003,0,1.12,11,21.58
12/18/2003,0,2.8,8.13,16.58
12/19/2003,0,2.99,10.8,17.44
12/20/2003,0,2.43,8.47,15.92
12/21/2003,0,2.43,7.46,18.38
12/22/2003,0,0.75,11.67,19.52
12/23/2003,0,2.24,13.06,24.76
12/24/2003,0,2.24,16.12,25.96
12/25/2003,0,2.8,12.59,20.03
12/26/2003,0,2.43,13.99,24.76
12/27/2003,0,2.24,13.39,22.97
12/28/2003,0.01,1.68,13.53,22.37
12/29/2003,0,2.24,16.92,24.49
12/30/2003,0,2.8,17.39,26.16
12/31/2003,0,2.43,15.59,25.63
1/1/2004,0,2.45,16.59,25.56
1/2/2004,0,2.54,16.99,25.96
1/3/2004,0,2.71,17.12,26.49
1/4/2004,0,2.69,18.58,26.22
1/5/2004,0,3.2,18.33,26.49
1/6/2004,0,3.36,18.19,27.4
1/7/2004,0,2.9,14.12,20.04
1/8/2004,0,3.33,12.52,22.83
1/9/2004,0,3.59,14.53,24.56
1/10/2004,0,2.64,9.59,19.72
1/11/2004,0,2.22,7.06,21.3
1/12/2004,0,2.86,10.93,21.44
1/13/2004,0,3.79,11.67,22.62
1/14/2004,0,4.39,10.8,21.84
1/15/2004,0,3.51,11.6,23.15
1/16/2004,0,3.74,13.26,22.55
1/17/2004,0,3.23,12.47,24.16
1/18/2004,1.02,2.47,17.59,25.16
1/19/2004,0,1.81,16.79,25.23
1/20/2004,0,3.23,12.6,19.56
1/21/2004,0,3.48,10.93,22.89
1/22/2004,0,3.16,11.72,22.82
1/23/2004,0,2.77,10.26,19.9
1/24/2004,0,3.33,9.26,21.9
1/25/2004,0,3.21,12.61,24.16
1/26/2004,0,2.9,17.46,26.49
1/27/2004,0.15,1.59,16.39,26.63
1/28/2004,0,3.78,11.13,16.97
1/29/2004,0,3.59,9.92,21.77
1/30/2004,1.03,1.33,14.72,23.04
1/31/2004,1.81,0.56,15.58,19.51
2/1/2004,0.35,3.25,18.85,26.15
2/2/2004,0,3.83,16.72,27.75
2/3/2004,0,3.79,16.32,27.35
2/4/2004,0,3.63,16.79,27.15
2/5/2004,0,3.03,20.05,26.03
2/6/2004,0,3.38,21.19,27.61
2/7/2004,0.2,2.49,14.24,25.62
2/8/2004,0,3.57,9.92,18.85
2/9/2004,0,3.96,13.73,25.67
2/10/2004,0,3.63,16.05,27.75
2/11/2004,0,3.78,18.71,28.08
2/12/2004,0,3.38,20.18,27.75
2/13/2004,0.27,3.03,18.98,27.86
2/14/2004,0,3.12,20.12,26.82
2/15/2004,0.26,2.13,17.32,25.96
2/16/2004,0,3.81,14.85,20.97
2/17/2004,0,2.34,14.58,19.04
2/18/2004,0,4.45,8.32,16.45
2/19/2004,0,3.87,9.52,21.64
2/20/2004,0,2.07,15.72,23.5
2/21/2004,0,3.7,16.72,26.75
2/22/2004,0,4.32,17.53,27.54
2/23/2004,0,3.85,18.19,27.21
2/24/2004,0,3.66,20.45,27.61
2/25/2004,2.43,1.61,17.99,27.03
2/26/2004,0,3.93,18.92,25.56
2/27/2004,0,3.36,11.98,19.31
2/28/2004,0,3.53,8.92,20.1
2/29/2004,0,3.01,14.2,23.7
3/1/2004,0,4.24,17.73,25.03
3/2/2004,0,3.87,17.86,25.75
3/3/2004,0,2.75,19.85,26.09
3/4/2004,0,4.04,19.78,27.03
3/5/2004,0,3.61,21.05,27.55
3/6/2004,0,4.47,20.52,29.6
3/7/2004,0,3.72,21.64,28.67
3/8/2004,0,5.25,16.25,25.15
3/9/2004,0,4.28,12.92,24.43
3/10/2004,0,5.18,13.53,20.97
3/11/2004,0,4.41,11.93,23.15
3/12/2004,0,4.04,15.67,23.62
3/13/2004,0,4.28,15.66,24.83
3/14/2004,0,2.92,17.06,25.76
3/15/2004,0,3.25,20.12,26.5
3/16/2004,0,3.81,21.04,28.15
3/17/2004,0,4.21,19.31,27.21
3/18/2004,0,5.51,18.93,26.15
3/19/2004,0,5.16,17.53,26.55
3/20/2004,0,5.05,17.53,26.1
3/21/2004,0,5.27,17.73,27.61
3/22/2004,0,5.5,15.45,26.61
3/23/2004,0,4.82,14.65,24.09
3/24/2004,0,3.18,16.25,22.71
3/25/2004,0.35,3.38,16.52,23.84
3/26/2004,0.17,4.04,18.12,25.3
3/27/2004,0.01,4.93,18.39,25.3
3/28/2004,0,5.35,16.99,26.74
3/29/2004,0,2.97,16.52,24.49
3/30/2004,0,5.31,15.46,27.55
3/31/2004,0,4.39,17.06,25.83
4/1/2004,0,4.49,14.13,23.43
4/2/2004,0,5.55,12.27,24.24
4/3/2004,0,6.09,14.2,25.23
4/4/2004,0,5.59,13.86,25.3
4/5/2004,0,5.87,14.06,27.15
4/6/2004,0,5.01,12.79,26.68
4/7/2004,0,4.92,16.72,27.08
4/8/2004,0,4.92,18.2,29.75
4/9/2004,0,4.52,20.38,29.21
4/10/2004,0,4.47,21.57,30.93
4/11/2004,0.02,4.95,20.79,30.21
4/12/2004,0.52,3.2,19.56,28.15
4/13/2004,1.64,2.17,18.24,28.97
4/14/2004,0,5.61,13.86,21.24
4/15/2004,0,5.94,11.2,22.77
4/16/2004,0,5.23,13.79,24.63
4/17/2004,0,5.27,15.06,24.56
4/18/2004,0,4.95,16.19,25.56
4/19/2004,0,5.29,16.52,26.03
4/20/2004,0,5.2,16.52,26.62
4/21/2004,0,4.88,17.39,26.88
4/22/2004,0,5.03,18.06,28.48
4/23/2004,0.02,5.29,19.45,29.35
4/24/2004,0,5.79,19.85,29.09
4/25/2004,0,4.92,20.18,28.68
4/26/2004,0,5.25,20.12,29.68
4/27/2004,0.06,4.73,21.26,29.6
4/28/2004,0.08,3.46,19.65,25.5
4/29/2004,0.1,3.27,22.1,28.48
4/30/2004,0.01,5.35,21.84,29.62
5/1/2004,0,5.61,21.84,29.55
5/2/2004,0.88,2.43,22.1,28.35
5/3/2004,1.6,2.62,21.03,28.55
5/4/2004,0,4.86,20.58,29.28
5/5/2004,0,5.42,18.91,29.15
5/6/2004,0.01,5.05,17.93,28.02
5/7/2004,0,5.98,18.93,28.02
5/8/2004,0,5.23,18.4,27.81
5/9/2004,0,3.74,20.79,27.88
5/10/2004,0,3.93,21.05,28.28
5/11/2004,0,4.67,22.04,28.88
5/12/2004,0,4.67,21.72,28.35
5/13/2004,0,5.42,21.12,28.48
5/14/2004,0,5.23,20.85,29.02
5/15/2004,0,5.42,20.59,29.09
5/16/2004,0,4.11,21.71,29.02
5/17/2004,0,5.42,21.85,29.22
5/18/2004,0,5.23,19.45,29.29
5/19/2004,0,5.42,20.05,29.49
5/20/2004,0,5.98,19.78,29.95
5/21/2004,0,5.23,20.25,29.68
5/22/2004,0,5.61,20.25,30.14
5/23/2004,0,5.05,19.38,29.88
5/24/2004,0,5.98,18.92,30.21
5/25/2004,0,4.49,18.85,31.6
5/26/2004,0,5.98,20.72,32.59
5/27/2004,0,5.61,21.25,33.52
5/28/2004,0,5.61,21.12,33.46
5/29/2004,0,5.23,21.26,33.79
5/30/2004,0,5.42,22.05,33.79
5/31/2004,0.27,4.3,23.71,33.2
6/1/2004,0,4.86,22.97,34.4
6/2/2004,0,5.05,21.64,34.4
6/3/2004,0.33,5.05,20.92,33.79
6/4/2004,0.11,3.36,20.92,32.6
6/5/2004,0.03,4.3,20.18,32
6/6/2004,0.06,4.67,20.25,32.26
6/7/2004,0,4.3,21.39,31.09
6/8/2004,0.37,3.93,21.45,30.48
6/9/2004,0.2,3.36,22.11,32.41
6/10/2004,0.1,2.62,21.85,30.6
6/11/2004,0.13,4.3,22.37,31.87
6/12/2004,0,4.67,22.64,32.86
6/13/2004,0,4.49,23.11,34.06
6/14/2004,0.03,3.74,22.97,32.87
6/15/2004,0.65,2.62,22.65,31.34
6/16/2004,0,5.42,22.84,33.4
6/17/2004,0.02,3.55,22.51,31.74
6/18/2004,1.34,3.74,21.52,33.07
6/19/2004,1.25,3.74,22.84,32.87
6/20/2004,,5.98,23.78,32.74
6/21/2004,,5.79,23.91,33.14
6/22/2004,,4.67,23.98,33.67
6/23/2004,0,5.23,22.78,34.4
6/24/2004,0,5.61,24.51,33.74
6/25/2004,0,5.23,23.78,34
6/26/2004,0,5.23,24.18,33.47
6/27/2004,0,5.61,23.11,33.34
6/28/2004,0.33,3.18,21.7,32.87
6/29/2004,0.04,4.3,21.86,31.95
6/30/2004,0,5.23,21.99,33.07
7/1/2004,1.68,3.18,22.98,32.27
7/2/2004,0.26,4.11,22.65,32.74
7/3/2004,0.2,3.36,23.18,30.55
7/4/2004,0.24,2.99,23.51,30.83
7/5/2004,,2.8,24.11,32.81
7/6/2004,,4.67,22.98,33.68
7/7/2004,0,5.61,22.32,34.6
7/8/2004,0,5.23,23.38,34.47
7/9/2004,0,4.49,23.38,33.34
7/10/2004,0.57,1.68,22.64,32.47
7/11/2004,0.2,2.8,22.06,32.39
7/12/2004,0.35,3.74,21.66,31.94
7/13/2004,0.06,4.49,23.84,33.33
7/14/2004,0,4.49,24.05,33.07
7/15/2004,0.08,4.3,24.45,33.93
